Type;District;Rooms;Vacancies;Suites;Area;Value;Condominium;Taxes
Apartment;Recreio dos Bandeirantes;2;1;2;85;2300;1350;142
Apartment;Barra da Tijuca;2;1;1;70;2550;980;125
Apartment;Tijuca;3;0;0;120;1800;616;118
Apartment;Recreio dos Bandeirantes;2;1;1;79;1800;1171;133
Apartment;Freguesia (Jacarepaguá);2;1;0;52;1100;618;13
Store/Hall;Bonsucesso;0;1;0;55;1500;;75
Apartment;Barra da Tijuca;2;1;1;72;1600;930;164
Commercial Set;Barra da Tijuca;0;4;0;190;15000;5779;1372
Commercial Set;Centro;0;0;0;410;24000;5688;980
Commercial Set;Freguesia (Jacarepaguá);0;0;0;25;1000;200;
Flat;Barra da Tijuca;1;2;1;110;4000;2500;450
Apartment;Barra da Tijuca;3;3;3;233;20000;3522;1293
Apartment;Todos os Santos;2;0;0;72;1200;490;14
Apartment;Botafogo;2;1;1;85;2900;1400;
Apartment;Anil;2;1;0;47;1600;430;126
Apartment;Tijuca;4;2;1;120;4000;900;300
Apartment;Barra da Tijuca;4;2;1;120;3000;2267;300
Apartment;Leblon;3;1;1;120;6500;1890;452
Commercial Set;Barra da Tijuca;0;1;0;76;4000;1500;
Apartment;Recreio dos Bandeirantes;3;2;1;87;2600;777;224
Apartment;Copacabana;2;1;0;88;3800;727;140
Apartment;Jardim Botânico;3;1;1;104;3800;1200;100
Apartment;Méier;2;1;0;61;1100;516;742
Apartment;Jardim Oceânico;3;2;1;170;4500;1500;500
Commercial Set;Recreio dos Bandeirantes;0;1;0;48;1800;700;220
Apartment;Catete;1;1;0;48;1700;725;
Apartment;Ipanema;2;1;0;100;3000;800;280
Flat;Humaitá;1;1;1;50;2700;1200;163
Store/Hall;Catete;0;0;0;36;1400;512;
Apartment;Copacabana;3;1;0;98;3800;964;230
Commercial Set;Centro;0;0;0;40;1600;365;97
Commercial Set;Centro;0;0;0;530;28000;10504;1578
Commercial Set;Centro;0;0;0;128;2800;1740;490
Apartment;Recreio dos Bandeirantes;3;1;1;76;1800;850;150
Shed/Warehouse;São Cristóvão;0;0;0;400;5500;;
Shopping Store/Commercial Center;Centro;0;0;0;50;1800;;
Condominuim House;Barra da Tijuca;5;2;5;900;30000;1900;1400
Apartment;São Conrado;2;1;2;103;4000;900;370
Apartment;Copacabana;2;0;0;67;2100;820;153
Apartment;Lapa;1;0;0;32;1600;500;20
Apartment;Jacarepaguá;2;0;0;44;850;260;13
Flat;Barra da Tijuca;1;1;0;50;2900;1350;294
Commercial Set;Barra da Tijuca;0;1;0;30;980;1009;164
Apartment;Recreio dos Bandeirantes;3;2;1;91;1900;1200;170
Apartment;Ipanema;3;1;2;270;10000;2100;900
Commercial Set;Barra da Tijuca;0;1;0;54;3800;10482;
Apartment;Copacabana;3;2;2;354;13640;3825;1379
House;Santa Cruz;2;3;0;142;1600;;
Apartment;Recreio dos Bandeirantes;3;2;1;124;2300;750;250
Store/Hall;Campinho;0;0;0;70;2000;;
Apartment;Barra da Tijuca;3;1;1;92;2500;1200;1732
Store/Hall;Botafogo;0;0;0;100;5000;393;782
Commercial Set;Centro;0;15;0;5666;530000;1;1
Commercial Set;Barra da Tijuca;0;1;0;22;600;600;100
Apartment;Barra da Tijuca;2;1;0;78;2100;750;100
Commercial Set;Ipanema;0;1;0;115;11000;4400;1200
Commercial Set;Botafogo;0;1;0;50;5000;1700;2064
Apartment;Botafogo;2;1;1;120;3300;1446;
Commercial Set;Centro;0;4;0;288;8000;5688;1419
Apartment;Leme;2;1;0;200;8500;2300;510
Apartment;Ipanema;1;0;1;48;2400;766;87
Commercial Set;Centro;0;0;0;374;29920;9350;1496
Commercial Set;Recreio dos Bandeirantes;0;1;0;24;1000;;
Apartment;Copacabana;4;1;1;220;15000;1300;408
Commercial Set;Barra da Tijuca;0;2;0;49;2200;1600;
Apartment;Barra da Tijuca;2;1;1;89;2200;1144;101
Apartment;Barra da Tijuca;4;2;1;189;8000;1790;686
Commercial Set;Centro;0;0;0;28;250;427;84
Apartment;Tijuca;2;0;0;40;1100;742;20
Apartment;Recreio dos Bandeirantes;3;1;1;90;2000;800;257
Apartment;Ipanema;3;1;1;130;7800;1325;493
Apartment;Botafogo;2;0;0;52;1750;400;80
Kitchenette;Catete;1;0;0;23;1350;320;25
Commercial Set;Barra da Tijuca;0;6;0;200;10000;3600;
Commercial Set;Barra da Tijuca;0;1;0;30;700;1009;164
Commercial Set;Barra da Tijuca;0;2;0;30;800;850;200
Apartment;Freguesia (Jacarepaguá);5;3;2;204;3000;1063;372
Commercial Set;Del Castilho;0;1;0;29;1200;650;360
Apartment;Botafogo;3;1;1;101;5100;1310;270
Apartment;Copacabana;2;0;2;85;6000;850;150
Shed/Warehouse;Curicica;0;10;0;1209;14000;;5100
Apartment;Santa Cruz;2;0;0;60;600;110;
Apartment;Copacabana;3;1;1;229;7000;2000;370
Commercial Set;Penha;0;0;0;21;400;400;346
Apartment;Tijuca;2;0;0;80;1400;618;70
Commercial Set;Glória;0;0;0;110;1600;1450;
Apartment;Tijuca;2;1;1;85;3300;900;
Apartment;Vila Isabel;2;1;0;55;1400;665;48
Commercial Set;Campo Grande;0;0;0;50;2300;400;
Standard Land;Campo Grande;0;0;0;1240;15000;;
Apartment;Glória;2;1;0;74;2200;725;125
Apartment;Flamengo;3;0;0;150;4500;1100;
Store/Hall;Maracanã;0;10;0;6544;59000;;13500
House;Vargem Pequena;3;0;1;100;2800;380;
Store/Hall;Ipanema;0;0;0;30;2500;730;290
Apartment;Tijuca;1;1;0;51;1300;412;21
Apartment;Ipanema;2;1;1;109;3780;1500;306
Commercial Set;Barra da Tijuca;0;1;0;44;1000;900;280
Commercial Set;Centro;0;0;0;160;2200;1960;340
Apartment;Freguesia (Jacarepaguá);3;2;1;128;2800;1000;
Commercial Set;Centro;0;0;0;678;30000;9994;3030
Kitchenette;Laranjeiras;0;0;0;24;1100;430;
Commercial Set;Santo Cristo;0;1;0;28;1200;606;60
Apartment;Vila da Penha;2;0;0;94;900;309;
Commercial Set;Barra da Tijuca;0;1;0;50;2000;1180;193
Apartment;Barra da Tijuca;2;1;1;72;2300;1200;241
Apartment;Barra da Tijuca;2;2;2;100;2800;1600;370
Commercial Set;Recreio dos Bandeirantes;0;16;0;1005;50250;15465;6586
Commercial Set;Copacabana;0;0;0;44;1800;698;170
Apartment;Leme;3;0;0;155;2800;1300;291
Shopping Store/Commercial Center;Gávea;0;0;0;60;12000;6500;
Apartment;Flamengo;3;1;0;110;3300;1300;1600
Commercial Set;Barra da Tijuca;0;2;0;65;2000;1590;110
Apartment;Centro;1;0;0;40;1000;510;21
Commercial Set;Vila Isabel;0;1;0;22;800;526;50
Apartment;Lagoa;4;2;1;150;4500;1500;368
Apartment;Copacabana;1;0;0;40;2000;510;
Apartment;Copacabana;3;0;0;113;3400;800;161
Apartment;Barra da Tijuca;2;1;1;88;1900;1350;150
Apartment;Ipanema;3;0;0;90;2600;1310;155
Apartment;Lagoa;3;2;2;245;8500;2000;890
Apartment;Méier;1;1;0;55;900;250;17
Kitchenette;Botafogo;0;0;0;18;700;366;30
Commercial Set;Barra da Tijuca;0;0;0;38;1200;460;180
Commercial Set;Barra da Tijuca;0;1;0;32;1200;720;
Apartment;Ipanema;2;2;1;130;16500;1530;52
Apartment;Barra da Tijuca;1;1;0;68;2100;1025;
Apartment;Urca;3;1;1;130;4900;2100;300
Apartment;Ipanema;3;1;2;153;5000;1870;590
Apartment;Copacabana;1;0;0;38;2000;560;69
Apartment;Ipanema;2;0;0;64;3200;620;
Condominuim House;Barra da Tijuca;4;4;4;800;30000;2700;18300
Apartment;Barra da Tijuca;1;1;1;82;1800;1300;265
Flat;Ipanema;1;1;0;65;3600;1200;200
Shed/Warehouse;Olaria;0;0;0;970;9000;;110
Apartment;Cachambi;2;1;0;63;900;555;
Apartment;Ipanema;3;0;0;96;3400;800;
Commercial Set;Jardim Sulacap;0;0;0;38;690;;
Commercial Set;Centro;0;0;0;69;2000;650;197
Apartment;Jardim Guanabara;2;1;0;90;1700;400;1200
Apartment;Copacabana;2;1;0;69;2850;885;173
Commercial Set;Centro;0;0;0;70;2500;1041;320
Store/Hall;Centro;0;0;0;165;5500;3700;1100
Apartment;Copacabana;3;1;0;140;3100;1250;
Apartment;Tijuca;2;1;1;68;2400;1015;1152
Shed/Warehouse;Olaria;0;0;0;600;6000;;465
Store/Hall;Tijuca;0;0;0;720;50000;;7050
Commercial Set;Barra da Tijuca;0;0;0;30;1800;;
Commercial Set;Barra da Tijuca;0;8;0;250;14750;10067;2765
Commercial Set;Barra da Tijuca;1;1;0;21;950;740;169
Apartment;Recreio dos Bandeirantes;3;2;1;132;2500;673;
Apartment;Laranjeiras;3;0;0;111;2300;767;127
Commercial Set;Barra da Tijuca;0;1;0;43;1000;560;324
Commercial Set;Centro;0;0;0;24;330;580;79
Apartment;Recreio dos Bandeirantes;3;3;1;86;1500;916;180
Apartment;Ipanema;2;0;0;75;2900;700;
Apartment;Flamengo;3;2;3;450;14000;4500;1500
Apartment;Santa Teresa;1;0;0;31;1300;500;
Apartment;Méier;2;1;1;66;1200;755;80
Commercial Set;Praça da Bandeira;0;0;0;24;1200;;22
House;Laranjeiras;2;0;0;46;1850;179;29
Apartment;Glória;1;0;0;50;1400;450;20
Apartment;Tijuca;3;0;0;120;2400;686;78
Apartment;Humaitá;1;1;0;62;2500;980;115
Commercial Set;Botafogo;0;3;0;238;15000;9383;1650
Apartment;Barra da Tijuca;3;2;1;350;7000;2700;600
Commercial Set;Recreio dos Bandeirantes;0;1;0;60;3000;300;
Condominuim House;Campo Grande;2;2;0;200;1100;280;
Apartment;São Conrado;4;3;2;280;11500;3800;1500
Apartment;Ipanema;2;1;1;114;5100;988;207
Condominuim House;Barra da Tijuca;5;3;4;407;9000;1049;8426
Apartment;Jardim Botânico;3;0;0;85;2500;790;
Apartment;Praça Seca;3;1;0;57;550;274;13
Apartment;Barra da Tijuca;3;2;1;117;4500;1000;624
Apartment;Guadalupe;2;0;0;57;950;;
Apartment;Recreio dos Bandeirantes;2;1;1;85;1500;570;180
Apartment;Recreio dos Bandeirantes;3;3;2;188;3200;900;
Commercial Set;Centro;0;0;0;129;3000;1400;80
Apartment;Freguesia (Jacarepaguá);2;1;2;50;1900;830;155
Apartment;Barra da Tijuca;1;1;0;58;1800;966;
Apartment;Centro;1;0;0;55;850;350;35
Shed/Warehouse;São Cristóvão;0;39;0;2107;30000;;6685
Apartment;Campo Grande;2;1;0;60;900;308;
Apartment;Leblon;4;2;2;180;17900;5000;800
Store/Hall;Gamboa;0;1;0;40;1300;;154
Apartment;Ipanema;3;1;1;150;7000;1710;400
Apartment;Leblon;2;1;1;110;3900;1610;
Commercial Set;Centro;0;1;0;400;55000;4082;1218
Apartment;Recreio dos Bandeirantes;3;2;2;200;3950;1100;450
Commercial Set;Jardim Botânico;0;1;0;30;2500;1076;222
Commercial Set;Barra da Tijuca;0;4;0;149;7400;4768;1250
Apartment;Leme;3;1;0;104;3600;1350;
Apartment;Recreio dos Bandeirantes;2;1;1;90;2200;1000;
Store/Hall;Centro;0;0;0;450;19000;1000;800
Commercial Set;Barra da Tijuca;0;0;0;250;9900;2500;700
Commercial Set;Centro;0;0;0;210;15000;6446;775
Condominuim House;Barra da Tijuca;4;7;4;496;20000;1500;1306
Apartment;Tijuca;2;1;1;80;1800;1181;
Store/Hall;Irajá;0;0;0;131;5000;;
Apartment;Centro;1;0;0;28;900;446;24
Apartment;Leblon;4;2;1;142;6500;1790;472
Commercial Set;Barra da Tijuca;0;1;0;21;300;715;120
Apartment;Catete;1;0;0;27;1000;359;29
Apartment;Camorim;2;1;0;50;900;350;16
House;Campo Grande;4;1;4;100;1600;;
Store/Hall;Recreio dos Bandeirantes;0;1;0;87;4350;400;1000
Whole Building;Ipanema;0;0;0;800;180000;;
Apartment;Recreio dos Bandeirantes;2;1;1;128;2800;770;289
Apartment;Barra da Tijuca;4;3;4;304;12000;3724;805
Apartment;Copacabana;1;0;0;35;1800;1050;130
Apartment;Recreio dos Bandeirantes;3;2;1;164;3000;1450;306
Kitchenette;Praça da Bandeira;1;0;0;22;800;313;25
Apartment;Tijuca;3;1;0;115;2250;1000;175
Apartment;Andaraí;2;0;0;75;1200;150;20
Apartment;Engenho Novo;1;1;0;62;900;555;
Apartment;Copacabana;2;0;0;67;2200;604;
Apartment;Barra da Tijuca;2;1;0;53;1400;673;
Apartment;Tijuca;1;0;0;35;800;380;24
Apartment;Copacabana;1;0;0;50;1600;666;92
Apartment;Copacabana;2;1;2;80;6000;3562;313
Apartment;Leme;2;1;0;90;2500;800;
Apartment;Barra da Tijuca;4;2;4;144;7000;1450;175
Apartment;Freguesia (Jacarepaguá);3;2;1;132;1800;1100;100
Apartment;Botafogo;3;1;2;110;6000;1405;289
Commercial Set;Jacarepaguá;0;1;0;25;700;420;51
Apartment;Recreio dos Bandeirantes;3;1;1;96;2200;715;153
Apartment;Barra da Tijuca;2;1;1;69;2250;950;700
Apartment;Cascadura;1;0;0;40;680;240;
Apartment;Méier;2;0;0;55;1250;502;14
Apartment;Barra da Tijuca;2;1;0;104;5000;1952;650
Apartment;Copacabana;1;0;0;50;1300;699;
Commercial Set;Centro;0;0;0;44;1000;544;
Flat;Leblon;1;1;0;55;7000;1;1
Apartment;Recreio dos Bandeirantes;3;2;1;88;2500;900;600
Apartment;Ipanema;2;1;1;110;5900;2800;270
Apartment;Botafogo;1;0;0;40;1400;420;24
Commercial Set;Pechincha;0;0;0;20;600;468;56
Apartment;Anil;3;2;3;180;3800;900;784
House;Vila Isabel;3;0;0;100;3000;;219
Commercial Set;Centro;0;0;0;70;2000;1200;200
Commercial Set;Centro;0;0;0;295;13244;5298;295
Apartment;Recreio dos Bandeirantes;2;1;1;75;2200;676;131
Shed/Warehouse;Ramos;0;0;0;680;9000;;
Commercial Set;Centro;0;0;0;1055;52750;29223;
Apartment;Lagoa;2;1;1;70;3300;735;212
Apartment;Barra da Tijuca;3;1;2;97;2550;1306;256
Apartment;Freguesia (Jacarepaguá);2;1;1;86;1600;790;
Condominuim House;Recreio dos Bandeirantes;4;2;4;200;4800;850;4500
Apartment;Copacabana;4;2;1;298;7500;2618;305
Apartment;Flamengo;3;1;1;500;13000;4400;
Apartment;Maracanã;2;0;0;60;1600;360;
House;Campo Grande;2;0;0;65;1500;;
Apartment;Barra da Tijuca;2;1;1;90;2800;890;245
Apartment;Copacabana;4;1;1;154;4300;1400;
Apartment;Ipanema;3;1;1;112;10000;1303;220
Apartment;Leme;2;0;1;70;6000;1200;230
Apartment;Barra da Tijuca;2;1;2;90;2000;1490;
Apartment;Barra da Tijuca;4;2;2;145;6000;1800;6790
Apartment;Cachambi;2;1;0;50;900;450;135
Commercial House;Barra da Tijuca;0;12;0;1150;70000;;
Apartment;Freguesia (Jacarepaguá);1;1;0;50;1000;590;36
Apartment;Recreio dos Bandeirantes;3;2;3;91;2500;650;100
Shed/Warehouse;Anil;0;2;0;493;19000;2572;454
Commercial Set;Barra da Tijuca;0;2;0;120;6700;3963;8600
Commercial Set;São Cristóvão;0;1;0;25;800;400;
Store/Hall;Barra da Tijuca;0;1;0;70;5500;943;3959
Apartment;Laranjeiras;3;1;1;110;7200;1350;
Standard Land;Curicica;0;0;0;2000;24000;;500
Apartment;Tijuca;2;0;2;68;1600;606;62
Apartment;Copacabana;3;0;1;115;2900;950;102
Apartment;Barra da Tijuca;4;4;4;235;17000;4400;1442
Apartment;Botafogo;2;0;0;95;;1010;170
Commercial Set;Centro;0;0;0;62;2000;720;167
Apartment;Recreio dos Bandeirantes;2;1;1;70;2000;690;185
Apartment;Botafogo;3;0;0;157;2700;970;200
Apartment;Camorim;2;1;1;50;1000;420;30
Apartment;Camorim;2;1;1;69;1300;766;
Commercial Set;Del Castilho;0;0;0;100;800;120;80
House;Humaitá;3;2;1;234;10000;;305
Apartment;Barra da Tijuca;2;1;1;130;3000;1410;234
Commercial Set;Taquara;0;1;0;66;4400;175;
Apartment;Tijuca;2;1;0;86;1100;534;
Commercial Set;Recreio dos Bandeirantes;0;1;0;19;1000;450;1000
Commercial Set;Inhaúma;0;1;0;29;1500;627;31
Store/Hall;Centro;0;0;0;48;1000;1400;140
Apartment;Laranjeiras;2;1;0;75;2200;895;107
Shopping Store/Commercial Center;Barra da Tijuca;0;1;0;42;1000;860;483
Apartment;Ipanema;3;1;0;140;3400;1222;
Apartment;Ipanema;4;3;1;232;8990;4500;1200
Apartment;Leblon;1;0;1;57;3750;730;208
Apartment;Recreio dos Bandeirantes;5;4;4;740;9000;3000;2500
Apartment;Copacabana;1;0;0;39;1500;750;
Commercial Set;Barra da Tijuca;0;6;0;195;10000;3705;682
Apartment;Leblon;3;1;0;150;6000;1500;413
Commercial Set;Barra da Tijuca;0;1;0;131;4500;1550;2100
Apartment;Tijuca;2;1;0;67;1800;940;92
Apartment;Barra da Tijuca;3;1;1;104;3000;1800;280
Apartment;Botafogo;2;1;0;70;2800;750;12470
Apartment;Flamengo;2;0;0;72;2250;671;132
Apartment;Ipanema;4;2;1;140;7000;2500;
Commercial Set;Barra da Tijuca;0;2;0;101;5500;2606;
Apartment;Recreio dos Bandeirantes;3;2;1;108;2900;;
Apartment;Leblon;3;1;1;150;7500;770;556
Apartment;Copacabana;2;0;0;72;;850;
Apartment;Leblon;3;2;1;156;12000;2800;490
Commercial Set;Pechincha;0;1;0;21;850;360;80
Apartment;Ipanema;4;3;2;230;7500;3880;708
Apartment;Grajaú;2;1;1;71;1700;863;
Apartment;Guadalupe;2;0;0;58;850;;
Apartment;Barra da Tijuca;3;1;1;102;2500;1300;
Apartment;Leblon;4;3;1;220;13900;2190;
Commercial Set;Barra da Tijuca;0;4;0;127;5500;2681;874
Apartment;Botafogo;3;2;1;170;4600;1950;560
Store/Hall;Campo Grande;0;1;0;70;4000;;
Apartment;Copacabana;2;0;0;45;2500;;
Apartment;Engenho Novo;2;1;0;84;700;700;37
Commercial Set;Tijuca;0;1;0;30;1100;1100;142
Commercial Set;Recreio dos Bandeirantes;0;1;0;28;1400;400;
Apartment;Barra da Tijuca;1;1;0;84;4000;;
Commercial Set;Largo do Machado;0;0;0;26;1400;560;100
Apartment;Lagoa;3;3;1;270;10000;4000;1000
Store/Hall;Campo Grande;0;0;0;84;2200;;
Apartment;Copacabana;3;1;0;140;3200;1000;225
Apartment;Leblon;3;0;0;120;3600;907;207
Whole Building;Barra da Tijuca;0;40;0;7500;600000;162000;13350
Apartment;Tijuca;2;0;0;84;1300;550;91
Commercial Set;Barra da Tijuca;0;1;0;34;800;1132;
Apartment;Lagoa;3;1;1;120;8000;1900;435
Store/Hall;Copacabana;0;0;0;115;10000;700;
Commercial Set;Centro;0;0;0;172;5000;2700;
Apartment;Tijuca;4;1;2;190;2000;1247;353
Commercial Set;Centro;0;0;0;190;12600;5025;1045
Apartment;Botafogo;2;1;1;68;4000;870;200
Commercial Set;Barra da Tijuca;0;1;0;38;3080;1170;230
Apartment;Jacarepaguá;3;1;1;63;2000;650;58
Apartment;Santa Teresa;2;1;0;69;2000;711;
Apartment;Pilares;2;0;0;60;900;25;
Apartment;Recreio dos Bandeirantes;3;2;1;100;2100;500;
Commercial Set;Centro;0;7;0;650;20000;21700;23000
Commercial Set;Leblon;0;4;0;217;52000;8285;2927
Store/Hall;Caju;0;0;0;14000;150000;;6000
Store/Hall;Ipanema;0;1;0;45;3900;1485;463
Loft;Leblon;1;1;0;50;3900;2045;308
Apartment;Leblon;3;1;0;190;7990;4000;700
Apartment;Vila Isabel;3;1;0;80;1300;720;70
Apartment;Ipanema;3;2;1;240;8900;1600;400
Apartment;Ipanema;4;3;2;240;10500;3800;1043
Apartment;Méier;2;1;0;61;1500;475;75
Apartment;Recreio dos Bandeirantes;2;1;2;75;1700;1020;170
Apartment;Taquara;2;1;1;55;1300;585;507
Apartment;Encantado;2;1;0;55;1000;519;17
Apartment;Recreio dos Bandeirantes;2;1;1;68;1500;700;
Apartment;Barra da Tijuca;2;1;0;58;1300;765;
Apartment;Copacabana;2;1;0;65;2300;677;
Whole Building;Bonsucesso;0;0;0;1460;6800;;1712
Apartment;Flamengo;1;0;0;39;1100;580;20
Apartment;Centro;1;0;0;35;950;340;24
Store/Hall;Copacabana;0;1;0;340;25000;280;1200
Commercial Set;Centro;0;0;0;72;2000;680;
Apartment;Copacabana;3;1;1;230;8500;3350;
Apartment;Barra da Tijuca;2;2;1;78;2490;1100;160
Commercial Set;Barra da Tijuca;0;1;0;30;1100;1000;120
Shed/Warehouse;Barra da Tijuca;0;0;0;1100;140000;;
Apartment;Taquara;2;1;0;50;1000;268;
Apartment;Flamengo;1;0;0;33;1300;336;
Commercial Set;Centro;0;0;0;208;5000;2670;530
Apartment;Catete;2;0;0;71;2000;725;104
Apartment;Glória;2;0;0;62;1300;495;
Commercial Set;Centro;0;0;0;200;5300;3836;4676
Shed/Warehouse;São Cristóvão;0;0;0;1000;13000;;1625
Kitchenette;Copacabana;1;0;0;38;1500;430;
Apartment;Andaraí;2;1;1;73;1750;715;102
Apartment;Barra da Tijuca;4;2;2;165;5800;1960;8982
Commercial Set;Barra da Tijuca;0;1;0;36;1500;700;130
Apartment;Leblon;2;0;1;60;3500;1240;154
Commercial Set;Centro;0;0;0;30;850;580;113
Apartment;Tijuca;3;0;0;75;1500;877;36
Apartment;Tijuca;3;0;0;75;2200;750;68
Apartment;Copacabana;1;0;0;35;4500;;
House;Campo Grande;2;0;0;70;1500;;
Commercial Set;Centro;0;0;0;26;950;526;84
Apartment;Ipanema;3;1;1;157;21000;3300;661
Apartment;Méier;2;0;1;87;1300;95;16
Apartment;Barra da Tijuca;2;0;0;100;3800;1430;152
Store/Hall;Barra da Tijuca;0;4;0;250;25000;;2508
Apartment;Campo Grande;2;1;1;69;1195;450;20
Apartment;Ipanema;3;2;1;100;5700;1324;365
Apartment;Barra da Tijuca;2;1;1;80;1750;1200;87
Apartment;Recreio dos Bandeirantes;3;2;2;160;3000;680;2474
Apartment;Leblon;3;1;1;178;12000;1529;532
Shopping Store/Commercial Center;Barra da Tijuca;0;1;0;25;1000;780;110
Commercial Set;Vila da Penha;0;0;0;26;800;525;
Apartment;Ipanema;1;0;0;45;2700;650;50
Apartment;Botafogo;3;1;1;102;5600;1290;256
Commercial Set;Barra da Tijuca;0;1;0;74;2000;1929;348
Apartment;Vila Isabel;3;1;1;110;1800;835;99
Condominuim House;Vargem Grande;2;2;1;90;1700;618;338
Commercial Set;Barra da Tijuca;0;1;0;130;2900;3220;993
Apartment;Ipanema;2;1;2;85;4500;1300;161
Condominuim House;Itanhangá;5;4;5;865;20000;1900;1990
Apartment;Ipanema;2;1;1;105;4000;1800;356
Apartment;Flamengo;1;0;0;43;2000;440;70
Apartment;Leblon;4;2;2;150;12490;2332;560
Apartment;Barra da Tijuca;2;1;1;69;2500;970;
Apartment;Ipanema;3;0;1;140;5079;1171;250
House;Engenho de Dentro;4;3;0;120;1500;;
Apartment;Copacabana;1;1;1;42;1900;650;
Commercial Set;Saúde;0;0;0;90;1800;667;50
Commercial Set;Centro;0;0;0;30;600;900;80
Apartment;Ipanema;3;1;2;130;8500;2220;540
Apartment;Recreio dos Bandeirantes;3;2;1;130;3500;950;283
Apartment;Copacabana;2;0;0;82;1900;685;180
Commercial Set;Barra da Tijuca;0;1;0;21;1300;594;1051
Commercial Set;Copacabana;0;0;0;460;45000;7000;1900
Garage;Grajaú;0;0;0;0;450;;89
Store/Hall;Campo Grande;0;0;0;24;700;;
Apartment;Copacabana;3;1;1;110;2600;1100;150
Apartment;Recreio dos Bandeirantes;2;2;1;90;2000;595;170
Apartment;Gávea;3;1;1;130;3295;1460;270
Apartment;Recreio dos Bandeirantes;3;2;1;180;3500;785;
Apartment;Jardim Oceânico;3;3;1;337;5900;2166;1073
Apartment;Copacabana;4;1;1;215;20000;2300;670
Apartment;Laranjeiras;2;0;0;80;2500;360;85
Apartment;Recreio dos Bandeirantes;3;2;1;110;1700;644;213
Apartment;Barra da Tijuca;1;1;0;70;1500;1110;3050
Commercial Set;Centro;0;0;0;195;1500;2717;
Shed/Warehouse;Campo Grande;0;0;0;387;6000;;
Apartment;Jardim Botânico;2;0;0;80;1900;800;138
Commercial Set;Centro;0;0;0;600;45000;10200;2400
Shed/Warehouse;Bonsucesso;0;0;0;400;7000;;34
Apartment;Copacabana;2;0;0;80;2600;450;125
Apartment;Recreio dos Bandeirantes;3;3;2;135;3500;1400;4810
Shed/Warehouse;Bonsucesso;0;0;0;500;8000;;
Commercial Set;Barra da Tijuca;0;1;0;36;1300;1250;
Commercial Set;Centro;0;1;0;21;700;331;18
House;Freguesia (Jacarepaguá);5;0;5;1000;20000;;
Apartment;Freguesia (Jacarepaguá);2;1;1;92;1400;870;850
Commercial Set;Freguesia (Jacarepaguá);0;1;0;22;490;450;525
Apartment;Leblon;3;2;2;200;16000;4200;720
Apartment;Rio Comprido;3;1;1;144;2499;100;125
Commercial Set;Campo Grande;0;1;0;21;700;281;70
Apartment;Curicica;1;1;0;36;1000;;
Apartment;Engenho de Dentro;2;1;1;50;1100;516;
Apartment;Jardim Botânico;2;1;1;80;2900;1100;120
Commercial Set;Recreio dos Bandeirantes;0;1;0;23;1100;360;1
Apartment;Recreio dos Bandeirantes;1;1;1;70;2500;1700;150
Commercial Set;Barra da Tijuca;0;1;0;35;1300;943;367
Apartment;Tijuca;3;2;0;74;2500;785;93
Apartment;Bonsucesso;3;0;0;110;1500;420;268
Apartment;Tijuca;3;1;1;150;2500;1200;175
Apartment;Botafogo;2;1;1;100;5550;1290;341
Commercial Set;Centro;0;0;0;33;100;;100
Shed/Warehouse;Bonsucesso;0;0;0;2340;15000;;2656
Apartment;Lagoa;3;1;1;120;4000;750;400
Apartment;Recreio dos Bandeirantes;2;2;1;80;2000;478;
Apartment;Botafogo;3;2;1;157;4500;1950;360
Apartment;Copacabana;2;2;1;80;2100;1227;
Commercial Set;Recreio dos Bandeirantes;0;1;0;30;650;760;
Condominuim House;Leblon;4;4;4;653;15000;3473;
Apartment;Vila Isabel;1;0;0;45;1200;424;24
Commercial Set;Botafogo;0;3;0;300;33000;8400;
Commercial Set;Centro;0;0;0;205;15000;1950;1
Apartment;Copacabana;2;0;0;58;1800;675;127
Apartment;Leme;1;0;0;70;2500;526;
House;Curicica;3;3;1;130;3800;;
Flat;Lagoa;1;1;0;57;4500;1885;250
Commercial Set;Barra da Tijuca;0;1;0;36;1300;750;
Apartment;Urca;3;1;1;100;4500;1100;260
Commercial Set;Centro;0;0;0;35;600;320;56
Apartment;Vista Alegre;2;1;0;65;1400;180;
Apartment;Gávea;2;1;1;68;2800;850;110
Apartment;Vila da Penha;2;0;0;68;1300;200;
Apartment;Recreio dos Bandeirantes;3;2;1;170;2500;1017;280
Apartment;Botafogo;1;0;0;42;1500;293;86
Apartment;Tijuca;2;1;0;67;2000;760;
Apartment;Botafogo;2;1;2;60;2500;1100;160
Apartment;Botafogo;3;1;0;110;5950;1446;289
Commercial Set;Freguesia (Jacarepaguá);0;1;0;33;770;313;
Commercial Set;Ipanema;0;0;0;60;12000;;
Store/Hall;Botafogo;0;5;0;511;62948;;
Commercial Set;Taquara;0;1;0;21;550;360;50
Kitchenette;Centro;1;0;0;33;800;570;
Apartment;Barra da Tijuca;2;1;2;93;3500;1350;
Village House;Cachambi;2;0;0;59;1000;15;13
Apartment;Botafogo;2;1;2;136;4800;1200;
Apartment;Copacabana;2;0;0;54;2200;602;70
Apartment;Copacabana;4;1;1;300;4500;2200;
Store/Hall;Recreio dos Bandeirantes;0;0;0;26;1300;480;137
Apartment;Barra da Tijuca;5;2;2;540;10000;1800;1800
Apartment;Gávea;1;0;0;50;30000;2500;5000
Apartment;Camorim;2;1;0;55;800;370;16
